"영상 번호","의문사있는 의문형","한국어 번역","형태소 개수","한국수어 형태소","","","","","","",""
"1071","","(공기청정기)가 안되네요.","4","공기청정기","잘","안되다","불량","","","",""
"1072","","(공기청정기)가 안되네요.","4","공기청정기","사용","안되다","불량","","","",""
"1073","","(공기청정기)가 안되네요.","4","공기청정기","사용","불가능","불량","","","",""
"1074","","(공기청정기)가 안되네요.","3","공기청정기","불량","고장","","","","",""
"1075","","(공기청정기)가 안되네요.","3","공기청정기","안되다","고장","","","","",""
"1076","","(공기청정기)가 안되네요.","4","공기청정기","잘","안되다","고장","","","",""
"1077","","(카드 인식)이 안되네요.","4","단말기터치","사용","안되다","고장","","","",""
"1078","","(카드 인식)이 안되네요.","4","단말기터치","사용","불가능","고장","","","",""
"1079","","(카드 인식)이 안되네요.","3","단말기터치","불량","안되다","","","","",""
"1080","","(카드 인식)이 안되네요.","3","단말기터치","고장","안되다","","","","",""
"1081","","(카드 인식)이 안되네요.","4","단말기터치","사용","불가능","안되다","","","",""
"1082","","(카드 인식)이 안되네요.","4","단말기터치","불량","잘","안되다","","","",""
"1083","","(카드 인식)이 안되네요.","4","단말기터치","고장","잘","안되다","","","",""
"1084","","(카드 인식)이 안되네요.","4","단말기터치","사용","잘","안되다","","","",""
"1085","","(카드 인식)이 안되네요.","4","단말기터치","불량","사용","안되다","","","",""
"1086","","(카드 인식)이 안되네요.","4","단말기터치","고장","사용","안되다","","","",""
"1087","","(카드 인식)이 안되네요.","4","카드","사용","안되다","고장","","","",""
"1088","","(카드 인식)이 안되네요.","4","카드","사용","불가능","고장","","","",""
"1089","","(카드 인식)이 안되네요.","3","카드","불량","안되다","","","","",""
"1090","","(카드 인식)이 안되네요.","3","카드","고장","안되다","","","","",""
"1091","","(카드 인식)이 안되네요.","4","카드","사용","불가능","안되다","","","",""
"1092","","(카드 인식)이 안되네요.","4","카드","불량","잘","안되다","","","",""
"1093","","(카드 인식)이 안되네요.","4","카드","고장","잘","안되다","","","",""
"1094","","(카드 인식)이 안되네요.","4","카드","사용","잘","안되다","","","",""
"1095","","(카드 인식)이 안되네요.","4","카드","불량","사용","안되다","","","",""
"1096","","(카드 인식)이 안되네요.","4","카드","고장","사용","안되다","","","",""
"1097","","(에어컨)이 안되네요.","4","에어컨","사용","안되다","고장","","","",""
"1098","","(에어컨)이 안되네요.","4","에어컨","사용","불가능","고장","","","",""
"1099","","(에어컨)이 안되네요.","3","에어컨","불량","안되다","","","","",""
"1100","","(에어컨)이 안되네요.","3","에어컨","고장","안되다","","","","",""
"1101","","(에어컨)이 안되네요.","4","에어컨","사용","불가능","안되다","","","",""
"1102","","(에어컨)이 안되네요.","4","에어컨","불량","잘","안되다","","","",""
"1103","","(에어컨)이 안되네요.","4","에어컨","고장","잘","안되다","","","",""
"1104","","(에어컨)이 안되네요.","4","에어컨","사용","잘","안되다","","","",""
"1105","","(에어컨)이 안되네요.","4","에어컨","불량","사용","안되다","","","",""
"1106","","(에어컨)이 안되네요.","4","에어컨","고장","사용","안되다","","","",""
"1107","","(히터)가 안되네요.","4","난방","사용","안되다","불가능","","","",""
"1108","","(히터)가 안되네요.","4","난방","불량","사용","불가능","","","",""
"1109","","(히터)가 안되네요.","4","난방","고장","사용","불가능","","","",""
"1110","","(히터)가 안되네요.","4","난방","안되다","사용","불가능","","","",""
"1111","","(히터)가 안되네요.","5","난방","잘","안되다","사용","불가능","","",""
"1112","","(엘리베이터)가 안되네요.","4","엘리베이터","사용","안되다","불가능","","","",""
"1113","","(엘리베이터)가 안되네요.","4","엘리베이터","불량","사용","불가능","","","",""
"1114","","(엘리베이터)가 안되네요.","4","엘리베이터","고장","사용","불가능","","","",""
"1115","","(엘리베이터)가 안되네요.","4","엘리베이터","안되다","사용","불가능","","","",""
"1116","","(엘리베이터)가 안되네요.","5","엘리베이터","잘","안되다","사용","불가능","","",""
"1117","","(물품보관함)이 안되나요?","2","물품보관","불량","","","","","",""
"1118","","(물품보관함)이 안되나요?","2","물품보관","고장","","","","","",""
"1119","","(물품보관함)이 안되나요?","2","물품보관","안되다","","","","","",""
"1120","","(물품보관함)이 안되나요?","3","물품보관","잘","안되다","","","","",""
"1121","","(물품보관함)이 안되나요?","3","물품보관","사용","안되다","","","","",""
"1122","","(물품보관함)이 안되나요?","3","물품보관","사용","불가능","","","","",""
"1123","","(물품보관함)이 안되나요?","3","물품보관","불량","죽다","","","","",""
"1124","","(물품보관함)이 안되나요?","3","물품보관","고장","죽다","","","","",""
"1125","","(물품보관함)이 안되나요?","3","물품보관","안되다","죽다","","","","",""
"1126","","(물품보관함)이 안되나요?","4","물품보관","잘","안되다","죽다","","","",""
"1127","","(자판기)가 안되나요?","2","자판기","불량","","","","","",""
"1128","","(자판기)가 안되나요?","2","자판기","고장","","","","","",""
"1129","","(자판기)가 안되나요?","2","자판기","안되다","","","","","",""
"1130","","(자판기)가 안되나요?","3","자판기","잘","안되다","","","","",""
"1131","","(자판기)가 안되나요?","3","자판기","사용","안되다","","","","",""
"1132","","(자판기)가 안되나요?","3","자판기","사용","불가능","","","","",""
"1133","","(자판기)가 안되나요?","3","자판기","불량","죽다","","","","",""
"1134","","(자판기)가 안되나요?","3","자판기","고장","죽다","","","","",""
"1135","","(자판기)가 안되나요?","3","자판기","안되다","죽다","","","","",""
"1136","","(자판기)가 안되나요?","4","자판기","잘","안되다","죽다","","","",""
"1137","","(카드 인식)이 안되나요?","2","단말기터치","불량","","","","","",""
"1138","","(카드 인식)이 안되나요?","2","단말기터치","고장","","","","","",""
"1139","","(카드 인식)이 안되나요?","2","단말기터치","안되다","","","","","",""
"1140","","(카드 인식)이 안되나요?","3","단말기터치","잘","안되다","","","","",""
"1141","","(카드 인식)이 안되나요?","3","단말기터치","사용","안되다","","","","",""
"1142","","(카드 인식)이 안되나요?","3","단말기터치","사용","불가능","","","","",""
"1143","","(카드 인식)이 안되나요?","3","단말기터치","불량","죽다","","","","",""
"1144","","(카드 인식)이 안되나요?","3","단말기터치","고장","죽다","","","","",""
"1145","","(카드 인식)이 안되나요?","3","단말기터치","안되다","죽다","","","","",""
"1146","","(카드 인식)이 안되나요?","4","단말기터치","잘","안되다","죽다","","","",""
"1147","","(카드 인식)이 안되나요?","4","카드","사용","안되다","고장","","","",""
"1148","","(카드 인식)이 안되나요?","4","카드","사용","불가능","고장","","","",""
"1149","","(카드 인식)이 안되나요?","3","카드","불량","안되다","","","","",""
"1150","","(카드 인식)이 안되나요?","3","카드","고장","안되다","","","","",""
"1151","","(카드 인식)이 안되나요?","4","카드","사용","불가능","안되다","","","",""
"1152","","(카드 인식)이 안되나요?","4","카드","불량","잘","안되다","","","",""
"1153","","(카드 인식)이 안되나요?","4","카드","고장","잘","안되다","","","",""
"1154","","(카드 인식)이 안되나요?","4","카드","사용","잘","안되다","","","",""
"1155","","(카드 인식)이 안되나요?","4","카드","불량","사용","안되다","","","",""
"1156","","(카드 인식)이 안되나요?","4","카드","고장","사용","안되다","","","",""
"1157","","(에어컨)이 안되나요?","4","에어컨","사용","안되다","고장","","","",""
"1158","","(에어컨)이 안되나요?","4","에어컨","사용","불가능","고장","","","",""
"1159","","(에어컨)이 안되나요?","3","에어컨","불량","안되다","","","","",""
"1160","","(에어컨)이 안되나요?","3","에어컨","고장","안되다","","","","",""
"1161","","(에어컨)이 안되나요?","4","에어컨","사용","불가능","안되다","","","",""
"1162","","(에어컨)이 안되나요?","4","에어컨","불량","잘","안되다","","","",""
"1163","","(에어컨)이 안되나요?","4","에어컨","고장","잘","안되다","","","",""
"1164","","(에어컨)이 안되나요?","4","에어컨","사용","잘","안되다","","","",""
"1165","","(에어컨)이 안되나요?","4","에어컨","불량","사용","안되다","","","",""
"1166","","(에어컨)이 안되나요?","4","에어컨","고장","사용","안되다","","","",""
"1167","","(공항버스정류장) 못가서 내려주세요.","7","공항","버스","곳","전","보다","도착","차내리다",""
"1168","","(공항버스정류장) 못가서 내려주세요.","7","공항","버스","곳","전","보다","도착","차내리다",""
"1169","","(공항버스정류장) 못가서 내려주세요.","7","공항","버스","전","곳","보다","도착","내리다",""
"1170","","(공항버스정류장) 못가서 내려주세요.","7","공항","버스","전","곳","보다","도착","내리다",""
"1171","","(공항버스정류장) 못가서 내려주세요.","7","공항","버스","전","곳","보다","도착","차내리다",""
"1172","","(공항버스정류장) 못가서 내려주세요.","7","공항","버스","전","곳","보다","도착","차내리다",""
"1173","","(열쇠)를 잃어버렸습니다.","2","열쇠","잃어버리다","","","","","",""
"1174","","(공항버스정류장) 못가서 내려주세요.","6","공항","버스","곳","전","보다","저기","",""
"1175","","(열쇠)를 잃어버렸습니다.","3","열쇠","없다","잃어버리다","","","","",""
"1176","","(공항버스정류장) 못가서 내려주세요.","6","공항","버스","전","곳","보다","저기","",""
"1177","","(공항버스정류장) 못가서 내려주세요.","6","공항","버스","보다","곳","전","내리다","",""
"1178","","(공항버스정류장) 못가서 내려주세요.","6","공항","버스","보다","곳","전","내리다","",""
"1179","","(공항버스정류장) 못가서 내려주세요.","6","공항","버스","보다","곳","전","차내리다","",""
"1180","","(공항버스정류장) 못가서 내려주세요.","6","공항","버스","보다","곳","전","차내리다","",""
"1181","","(공항버스정류장) 못가서 내려주세요.","6","공항","버스","보다","전","곳","내리다","",""
"1182","","(공항버스정류장) 못가서 내려주세요.","6","공항","버스","보다","전","곳","내리다","",""
"1183","","(공항버스정류장) 못가서 내려주세요.","6","공항","버스","보다","전","곳","차내리다","",""
"1184","","(공항버스정류장) 못가서 내려주세요.","6","공항","버스","보다","전","곳","차내리다","",""
"1185","","(공항버스정류장) 못가서 내려주세요.","7","공항","버스","보다","곳","전","도착","내리다",""
"1186","","(공항버스정류장) 못가서 내려주세요.","7","공항","버스","보다","곳","전","도착","내리다",""
"1187","","(버스정류장) 못가서 내려주세요.","5","버스","전","저기","곳","저기","","",""
"1188","","(열쇠)를 잃어버렸습니다.","2","열쇠","실종","","","","","",""
"1189","","(버스정류장) 못가서 내려주세요.","5","버스","전","곳","저기","내리다","","",""
"1190","","(버스정류장) 못가서 내려주세요.","5","버스","전","곳","저기","내리다","","",""
"1191","","(버스정류장) 못가서 내려주세요.","5","버스","전","곳","저기","차내리다","","",""
"1192","","(버스정류장) 못가서 내려주세요.","5","버스","전","곳","저기","차내리다","","",""
"1193","","(버스정류장) 못가서 내려주세요.","6","버스","전","곳","저기","도착","내리다","",""
"1194","","(버스정류장) 못가서 내려주세요.","6","버스","전","곳","저기","도착","내리다","",""
"1195","","(버스정류장) 못가서 내려주세요.","6","버스","전","곳","저기","도착","차내리다","",""
"1196","","(버스정류장) 못가서 내려주세요.","6","버스","전","곳","저기","도착","차내리다","",""
"1197","","(버스정류장) 못가서 내려주세요.","5","버스","곳","전","보다","내리다","","",""
"1198","","(버스정류장) 못가서 내려주세요.","5","버스","곳","전","보다","내리다","","",""
"1199","","(버스정류장) 못가서 내려주세요.","5","버스","곳","전","보다","차내리다","","",""
"1200","","(버스정류장) 못가서 내려주세요.","5","버스","곳","전","보다","차내리다","","",""
"1201","","(버스정류장) 못가서 내려주세요.","5","버스","전","곳","보다","내리다","","",""
"1202","","(버스정류장) 못가서 내려주세요.","5","버스","전","곳","보다","내리다","","",""
"1203","","(버스정류장) 못가서 내려주세요.","5","버스","전","곳","보다","차내리다","","",""
"1204","","(버스정류장) 못가서 내려주세요.","5","버스","전","곳","보다","차내리다","","",""
"1205","","(버스정류장) 못가서 내려주세요.","6","버스","곳","전","보다","도착","내리다","",""
"1206","","(버스정류장) 못가서 내려주세요.","6","버스","곳","전","보다","도착","내리다","",""
"1207","","(스타벅스) 못가서 내려주세요.","5","스타벅스","저기","곳","전","저기","","",""
"1208","","(열쇠)를 잃어버렸습니다.","3","열쇠","없다","실종","","","","",""
"1209","","(스타벅스) 못가서 내려주세요.","5","스타벅스","곳","저기","전","내리다","","",""
"1210","","(스타벅스) 못가서 내려주세요.","5","스타벅스","곳","저기","전","내리다","","",""
"1211","","(스타벅스) 못가서 내려주세요.","5","스타벅스","곳","저기","전","차내리다","","",""
"1212","","(스타벅스) 못가서 내려주세요.","5","스타벅스","곳","저기","전","차내리다","","",""
"1213","","(스타벅스) 못가서 내려주세요.","4","스타벅스","곳","저기","전","","","",""
"1214","","(스타벅스) 못가서 내려주세요.","6","스타벅스","곳","저기","전","도착","내리다","",""
"1215","","(스타벅스) 못가서 내려주세요.","6","스타벅스","곳","저기","전","도착","내리다","",""
"1216","","(스타벅스) 못가서 내려주세요.","6","스타벅스","곳","저기","전","도착","차내리다","",""
"1217","","(스타벅스) 못가서 내려주세요.","6","스타벅스","곳","저기","전","도착","차내리다","",""
"1218","","(열쇠)를 잃어버렸습니다.","3","열쇠","찾다","실종","","","","",""
"1219","","(스타벅스) 못가서 내려주세요.","5","스타벅스","곳","저기","전","저기","","",""
"1220","","(스타벅스) 못가서 내려주세요.","4","스타벅스","전","곳","내리다","","","",""
"1221","","(스타벅스) 못가서 내려주세요.","4","스타벅스","전","곳","내리다","","","",""
"1222","","(스타벅스) 못가서 내려주세요.","4","스타벅스","전","곳","차내리다","","","",""
"1223","","(스타벅스) 못가서 내려주세요.","4","스타벅스","전","곳","차내리다","","","",""
"1224","","(스타벅스) 못가서 내려주세요.","5","스타벅스","전","곳","도착","내리다","","",""
"1225","","(스타벅스) 못가서 내려주세요.","5","스타벅스","전","곳","도착","내리다","","",""
"1226","","(스타벅스) 못가서 내려주세요.","5","스타벅스","전","곳","도착","차내리다","","",""
"1227","","(택시정류장) 못가서 내려주세요.","5","택시","전","곳","도착","차내리다","","",""
"1228","","(열쇠)를 잃어버렸습니다.","3","열쇠","사라지다","실종","","","","",""
"1229","","(택시정류장) 못가서 내려주세요.","4","택시","전","곳","저기","","","",""
"1230","","(택시정류장) 못가서 내려주세요.","4","택시","전","저기","내리다","","","",""
"1231","","(택시정류장) 못가서 내려주세요.","4","택시","전","저기","내리다","","","",""
"1232","","(택시정류장) 못가서 내려주세요.","4","택시","전","저기","차내리다","","","",""
"1233","","(택시정류장) 못가서 내려주세요.","4","택시","전","저기","차내리다","","","",""
"1234","","(택시정류장) 못가서 내려주세요.","4","택시","전","저기","곳","","","",""
"1235","","(택시정류장) 못가서 내려주세요.","5","택시","전","저기","도착","내리다","","",""
"1236","","(택시정류장) 못가서 내려주세요.","5","택시","전","저기","도착","내리다","","",""
"1237","","(택시정류장) 못가서 내려주세요.","5","택시","전","저기","도착","차내리다","","",""
"1238","","(택시정류장) 못가서 내려주세요.","5","택시","전","저기","도착","차내리다","","",""
"1239","","(택시정류장) 못가서 내려주세요.","5","택시","전","저기","곳","내리다","","",""
"1240","","(택시정류장) 못가서 내려주세요.","5","택시","전","저기","곳","내리다","","",""
"1241","","(택시정류장) 못가서 내려주세요.","5","택시","전","저기","곳","차내리다","","",""
"1242","","(택시정류장) 못가서 내려주세요.","5","택시","전","저기","곳","차내리다","","",""
"1243","","(택시정류장) 못가서 내려주세요.","6","택시","전","저기","곳","도착","내리다","",""
"1244","","(택시정류장) 못가서 내려주세요.","6","택시","전","저기","곳","도착","내리다","",""
"1245","","(택시정류장) 못가서 내려주세요.","6","택시","전","저기","곳","도착","차내리다","",""
"1246","","(택시정류장) 못가서 내려주세요.","6","택시","전","저기","곳","도착","차내리다","",""
"1247","","(맥도날드) 지나서 내려주세요.","5","맥도날드","보다","곳","다음","내리다","","",""
"1248","","(맥도날드) 지나서 내려주세요.","5","맥도날드","보다","곳","다음","내리다","","",""
"1249","","(맥도날드) 지나서 내려주세요.","5","맥도날드","보다","곳","다음","차내리다","","",""
"1250","","(맥도날드) 지나서 내려주세요.","5","맥도날드","보다","곳","다음","차내리다","","",""
"1251","","(맥도날드) 지나서 내려주세요.","5","맥도날드","보다","다음","곳","내리다","","",""
"1252","","(맥도날드) 지나서 내려주세요.","5","맥도날드","보다","다음","곳","내리다","","",""
"1253","","(맥도날드) 지나서 내려주세요.","5","맥도날드","보다","다음","곳","차내리다","","",""
"1254","","(맥도날드) 지나서 내려주세요.","5","맥도날드","보다","다음","곳","차내리다","","",""
"1255","","(맥도날드) 지나서 내려주세요.","6","맥도날드","보다","곳","다음","도착","내리다","",""
"1256","","(맥도날드) 지나서 내려주세요.","6","맥도날드","보다","곳","다음","도착","내리다","",""
"1257","","(맥도날드) 지나서 내려주세요.","6","맥도날드","보다","곳","저기","다음","내리다","",""
"1258","","(맥도날드) 지나서 내려주세요.","6","맥도날드","보다","곳","저기","다음","내리다","",""
"1259","","(맥도날드) 지나서 내려주세요.","6","맥도날드","보다","곳","저기","다음","차내리다","",""
"1260","","(맥도날드) 지나서 내려주세요.","6","맥도날드","보다","곳","저기","다음","차내리다","",""
"1261","","(맥도날드) 지나서 내려주세요.","6","맥도날드","보다","다음","저기","곳","내리다","",""
"1262","","(맥도날드) 지나서 내려주세요.","6","맥도날드","보다","다음","저기","곳","내리다","",""
"1263","","(맥도날드) 지나서 내려주세요.","6","맥도날드","보다","다음","저기","곳","차내리다","",""
"1264","","(맥도날드) 지나서 내려주세요.","6","맥도날드","보다","다음","저기","곳","차내리다","",""
"1265","","(맥도날드) 지나서 내려주세요.","7","맥도날드","보다","곳","저기","다음","도착","내리다",""
"1266","","(맥도날드) 지나서 내려주세요.","7","맥도날드","보다","곳","저기","다음","도착","내리다",""
"1267","","(열쇠)를 잃어버렸습니다.","3","열쇠","잃어버리다","실종","","","","",""
"1268","","(백화점) 지나서 내려주세요.","5","백화점","다음","저기","곳","저기","","",""
"1269","","(백화점) 지나서 내려주세요.","5","백화점","다음","곳","저기","내리다","","",""
"1270","","(백화점) 지나서 내려주세요.","5","백화점","다음","곳","저기","내리다","","",""
"1271","","(백화점) 지나서 내려주세요.","5","백화점","다음","곳","저기","차내리다","","",""
"1272","","(백화점) 지나서 내려주세요.","5","백화점","다음","곳","저기","차내리다","","",""
"1273","","(백화점) 지나서 내려주세요.","6","백화점","다음","곳","저기","도착","내리다","",""
"1274","","(백화점) 지나서 내려주세요.","6","백화점","다음","곳","저기","도착","내리다","",""
"1275","","(백화점) 지나서 내려주세요.","6","백화점","다음","곳","저기","도착","차내리다","",""
"1276","","(백화점) 지나서 내려주세요.","6","백화점","다음","곳","저기","도착","차내리다","",""
"1277","","(백화점) 지나서 내려주세요.","5","백화점","곳","다음","보다","내리다","","",""
"1278","","(백화점) 지나서 내려주세요.","5","백화점","곳","다음","보다","내리다","","",""
"1279","","(백화점) 지나서 내려주세요.","5","백화점","곳","다음","보다","차내리다","","",""
"1280","","(백화점) 지나서 내려주세요.","5","백화점","곳","다음","보다","차내리다","","",""
"1281","","(백화점) 지나서 내려주세요.","5","백화점","다음","곳","보다","차내리다","","",""
"1282","","(백화점) 지나서 내려주세요.","5","백화점","다음","곳","보다","내리다","","",""
"1283","","(백화점) 지나서 내려주세요.","5","백화점","다음","곳","보다","차내리다","","",""
"1284","","(백화점) 지나서 내려주세요.","5","백화점","다음","곳","보다","차내리다","","",""
"1285","","(백화점) 지나서 내려주세요.","6","백화점","곳","다음","보다","도착","내리다","",""
"1286","","(백화점) 지나서 내려주세요.","6","백화점","곳","다음","보다","도착","내리다","",""
"1287","","(열쇠)를 잃어버렸습니다.","3","열쇠","실종","잃어버리다","","","","",""
"1288","","(이마트) 지나서 내려주세요.","5","이마트","저기","곳","다음","저기","","",""
"1289","","(이마트) 지나서 내려주세요.","5","이마트","곳","저기","다음","내리다","","",""
"1290","","(이마트) 지나서 내려주세요.","5","이마트","곳","저기","다음","내리다","","",""
"1291","","(이마트) 지나서 내려주세요.","5","이마트","곳","저기","다음","차내리다","","",""
"1292","","(이마트) 지나서 내려주세요.","5","이마트","곳","저기","다음","차내리다","","",""
"1293","","(이마트) 지나서 내려주세요.","4","이마트","곳","저기","다음","","","",""
"1294","","(이마트) 지나서 내려주세요.","6","이마트","곳","저기","다음","도착","내리다","",""
"1295","","(이마트) 지나서 내려주세요.","6","이마트","곳","저기","다음","도착","내리다","",""
"1296","","(이마트) 지나서 내려주세요.","6","이마트","곳","저기","다음","도착","차내리다","",""
"1297","","(이마트) 지나서 내려주세요.","6","이마트","곳","저기","다음","도착","차내리다","",""
"1298","","(우산)을 잃어버렸습니다.","2","우산","잃어버리다","","","","","",""
"1299","","(이마트) 지나서 내려주세요.","5","이마트","곳","저기","다음","저기","","",""
"1300","","(이마트) 지나서 내려주세요.","4","이마트","다음","곳","내리다","","","",""
"1301","","(이마트) 지나서 내려주세요.","4","이마트","다음","곳","내리다","","","",""
"1302","","(이마트) 지나서 내려주세요.","4","이마트","다음","곳","차내리다","","","",""
"1303","","(이마트) 지나서 내려주세요.","4","이마트","다음","곳","차내리다","","","",""
"1304","","(이마트) 지나서 내려주세요.","5","이마트","다음","곳","도착","내리다","","",""
"1305","","(이마트) 지나서 내려주세요.","5","이마트","다음","곳","도착","내리다","","",""
"1306","","(이마트) 지나서 내려주세요.","5","이마트","다음","곳","도착","차내리다","","",""
"1307","","(파리바게트) 지나서 내려주세요.","5","파리바게트","다음","곳","도착","차내리다","","",""
"1308","","(우산)을 잃어버렸습니다.","3","우산","없다","잃어버리다","","","","",""
"1309","","(파리바게트) 지나서 내려주세요.","4","파리바게트","다음","곳","저기","","","",""
"1310","","(파리바게트) 지나서 내려주세요.","4","파리바게트","다음","저기","내리다","","","",""
"1311","","(파리바게트) 지나서 내려주세요.","4","파리바게트","다음","저기","내리다","","","",""
"1312","","(파리바게트) 지나서 내려주세요.","4","파리바게트","다음","저기","차내리다","","","",""
"1313","","(파리바게트) 지나서 내려주세요.","4","파리바게트","다음","저기","차내리다","","","",""
"1314","","(파리바게트) 지나서 내려주세요.","4","파리바게트","다음","저기","곳","","","",""
"1315","","(파리바게트) 지나서 내려주세요.","5","파리바게트","다음","저기","도착","내리다","","",""
"1316","","(파리바게트) 지나서 내려주세요.","5","파리바게트","다음","저기","도착","내리다","","",""
"1317","","(파리바게트) 지나서 내려주세요.","5","파리바게트","다음","저기","도착","차내리다","","",""
"1318","","(파리바게트) 지나서 내려주세요.","5","파리바게트","다음","저기","도착","차내리다","","",""
"1319","","(파리바게트) 지나서 내려주세요.","5","파리바게트","다음","저기","곳","내리다","","",""
"1320","","(파리바게트) 지나서 내려주세요.","5","파리바게트","다음","저기","곳","내리다","","",""
"1321","","(파리바게트) 지나서 내려주세요.","5","파리바게트","다음","저기","곳","차내리다","","",""
"1322","","(파리바게트) 지나서 내려주세요.","5","파리바게트","다음","저기","곳","차내리다","","",""
"1323","","(파리바게트) 지나서 내려주세요.","6","파리바게트","다음","저기","곳","도착","내리다","",""
"1324","","(파리바게트) 지나서 내려주세요.","6","파리바게트","다음","저기","곳","도착","내리다","",""
"1325","","(파리바게트) 지나서 내려주세요.","6","파리바게트","다음","저기","곳","도착","차내리다","",""
"1326","","(파리바게트) 지나서 내려주세요.","6","파리바게트","다음","저기","곳","도착","차내리다","",""
"1327","","(3번 출구)로 나가려면 어떻게 가나요?","4","3","가다","무엇","방법","","","",""
"1328","","(3번 출구)로 나가려면 어떻게 가나요?","5","3","가다","원하다","무엇","방법","","",""
"1329","","(3번 출구)로 나가려면 어떻게 가나요?","4","3","찾다","무엇","방법","","","",""
"1330","","(3번 출구)로 나가려면 어떻게 가나요?","4","3","목적","곳","방법","","","",""
"1331","","(3번 출구)로 나가려면 어떻게 가나요?","5","3","가다","원하다","곳","방법","","",""
"1332","","(3번 출구)로 나가려면 어떻게 가나요?","4","3","찾다","곳","방법","","","",""
"1333","","(3번 출구)로 나가려면 어떻게 가나요?","4","3","곳","길","방법","","","",""
"1334","","(3번 출구)로 나가려면 어떻게 가나요?","4","3","목적","길","방법","","","",""
"1335","","(3번 출구)로 나가려면 어떻게 가나요?","4","3","가다","길","방법","","","",""
"1336","","(3번 출구)로 나가려면 어떻게 가나요?","5","3","가다","원하다","길","방법","","",""
"1337","","(3번 출구)로 나가려면 어떻게 가나요?","4","3","찾다","길","방법","","","",""
"1338","","(3번 출구)로 나가려면 어떻게 가나요?","4","3","곳","길","무엇","","","",""
"1339","","(3번 출구)로 나가려면 어떻게 가나요?","4","3","목적","길","무엇","","","",""
"1340","","(3번 출구)로 나가려면 어떻게 가나요?","4","3","가다","길","무엇","","","",""
"1341","","(3번 출구)로 나가려면 어떻게 가나요?","5","3","가다","원하다","길","무엇","","",""
"1342","","(3번 출구)로 나가려면 어떻게 가나요?","4","3","찾다","길","무엇","","","",""
"1343","","(서울대학교) 방향으로 가려면 어떻게 가나요?","5","서울대학교","가다","목적","길","무엇","","",""
"1344","","(서울대학교) 방향으로 가려면 어떻게 가나요?","5","서울대학교","찾다","목적","길","무엇","","",""
"1345","","(서울대학교) 방향으로 가려면 어떻게 가나요?","5","서울대학교","곳","목적","가다","방법","","",""
"1346","","(서울대학교) 방향으로 가려면 어떻게 가나요?","5","서울대학교","길","목적","가다","방법","","",""
"1347","","(서울대학교) 방향으로 가려면 어떻게 가나요?","5","서울대학교","가다","목적","가다","방법","","",""
"1348","","(서울대학교) 방향으로 가려면 어떻게 가나요?","5","서울대학교","찾다","목적","가다","방법","","",""
"1349","","(서울대학교) 방향으로 가려면 어떻게 가나요?","6","서울대학교","곳","목적","길","가다","방법","",""
"1350","","(서울대학교) 방향으로 가려면 어떻게 가나요?","6","서울대학교","길","목적","길","가다","방법","",""
"1351","","(서울대학교) 방향으로 가려면 어떻게 가나요?","6","서울대학교","가다","목적","길","가다","방법","",""
"1352","","(서울대학교) 방향으로 가려면 어떻게 가나요?","6","서울대학교","찾다","목적","길","가다","방법","",""
"1353","","(서울대학교) 방향으로 가려면 어떻게 가나요?","5","서울대학교","찾다","가다","길","무엇","","",""
"1354","","(서울대학교) 방향으로 가려면 어떻게 가나요?","5","서울대학교","목적","가다","길","무엇","","",""
"1355","","(서울대학교) 방향으로 가려면 어떻게 가나요?","6","서울대학교","곳","가다","길","가다","방법","",""
"1356","","(서울대학교) 방향으로 가려면 어떻게 가나요?","6","서울대학교","가다","원하다","길","가다","방법","",""
"1357","","(서울대학교) 방향으로 가려면 어떻게 가나요?","6","서울대학교","찾다","가다","길","가다","방법","",""
"1358","","(서울대학교) 방향으로 가려면 어떻게 가나요?","6","서울대학교","목적","가다","길","가다","방법","",""
"1359","","(서울대학교) 방향으로 가려면 어떻게 가나요?","4","서울대학교","곳","찾다","무엇","","","",""
"1360","","(서울대학교) 방향으로 가려면 어떻게 가나요?","4","서울대학교","길","찾다","무엇","","","",""
"1361","","(서울대학교) 방향으로 가려면 어떻게 가나요?","4","서울대학교","곳","찾다","방법","","","",""
"1362","","(서울대학교) 방향으로 가려면 어떻게 가나요?","4","서울대학교","길","찾다","방법","","","",""
"1363","","(송파역)으로 가려면 어떻게 가나요?","4","송파","지하철","가다","방법","","","",""
"1364","","(송파역)으로 가려면 어떻게 가나요?","5","송파","지하철","곳","방법","무엇","","",""
"1365","","(송파역)으로 가려면 어떻게 가나요?","5","송파","지하철","길","방법","무엇","","",""
"1366","","(송파역)으로 가려면 어떻게 가나요?","5","송파","지하철","목적","방법","무엇","","",""
"1367","","(송파역)으로 가려면 어떻게 가나요?","5","송파","지하철","가다","방법","무엇","","",""
"1368","","(송파역)으로 가려면 어떻게 가나요?","6","송파","지하철","가다","원하다","방법","무엇","",""
"1369","","(송파역)으로 가려면 어떻게 가나요?","5","송파","지하철","찾다","방법","무엇","","",""
"1370","","(송파역)으로 가려면 어떻게 가나요?","5","송파","지하철","곳","무엇","방법","","",""
"1371","","(송파역)으로 가려면 어떻게 가나요?","5","송파","지하철","길","무엇","방법","","",""
"1372","","(송파역)으로 가려면 어떻게 가나요?","5","송파","지하철","목적","무엇","방법","","",""
"1373","","(송파역)으로 가려면 어떻게 가나요?","6","송파","지하철","목적","길","가다","방법","",""
"1374","","(송파역)으로 가려면 어떻게 가나요?","6","송파","지하철","가다","길","가다","방법","",""
